0.0,0.0,0.0,0.0,0.0,-0.0,
0.0,0.0,0.0,0.25,0.0,-0.0,
0.0,0.0,0.0,0.5,0.0,-0.0,
0.0,0.0,0.0,0.75,0.0,-0.0,
0.0,0.0,0.0,1.0,0.0,-0.0,
0.0,0.0,0.25,0.0,0.0,-0.0,
0.0,0.0,0.25,0.25,0.0,-0.0,
0.0,0.0,0.25,0.5,0.0,-0.0,
0.0,0.0,0.25,0.75,0.0,-0.0,
0.0,0.0,0.25,1.0,0.0,-0.0,
0.0,0.0,0.5,0.0,0.0,-0.0,
0.0,0.0,0.5,0.25,0.0,-0.0,
0.0,0.0,0.5,0.5,0.0,-0.0,
0.0,0.0,0.5,0.75,0.0,-0.0,
0.0,0.0,0.5,1.0,0.0,-0.0,
0.0,0.0,0.75,0.0,0.0,-0.0,
0.0,0.0,0.75,0.25,0.0,-0.0,
0.0,0.0,0.75,0.5,0.0,-0.0,
0.0,0.0,0.75,0.75,0.0,-0.0,
0.0,0.0,0.75,1.0,0.0,-0.0,
0.0,0.0,1.0,0.0,0.0,-0.0,
0.0,0.0,1.0,0.25,0.0,-0.0,
0.0,0.0,1.0,0.5,0.0,-0.0,
0.0,0.0,1.0,0.75,0.0,-0.0,
0.0,0.0,1.0,1.0,0.0,-0.0,
0.0,0.25,0.0,0.0,0.0,-0.0,
0.0,0.25,0.0,0.25,0.0,-0.0,
0.0,0.25,0.0,0.5,0.0,-0.0,
0.0,0.25,0.0,0.75,0.0,-0.0,
0.0,0.25,0.0,1.0,0.0,-0.0,
0.0,0.25,0.25,0.0,0.0,-0.0,
0.0,0.25,0.25,0.25,0.0,-1.50688349401,
0.0,0.25,0.25,0.5,0.0,-1.53880724276,
0.0,0.25,0.25,0.75,0.0,-1.54946622892,
0.0,0.25,0.25,1.0,0.0,-1.55479769192,
0.0,0.25,0.5,0.0,0.0,-0.0,
0.0,0.25,0.5,0.25,0.0,-1.53880724276,
0.0,0.25,0.5,0.5,0.0,-1.55479769192,
0.0,0.25,0.5,0.75,0.0,-1.56013006464,
0.0,0.25,0.5,1.0,0.0,-1.56279649746,
0.0,0.25,0.75,0.0,0.0,-0.0,
0.0,0.25,0.75,0.25,0.0,-1.54946622892,
0.0,0.25,0.75,0.5,0.0,-1.56013006464,
0.0,0.25,0.75,0.75,0.0,-1.56368533554,
0.0,0.25,0.75,1.0,0.0,-1.56546304403,
0.0,0.25,1.0,0.0,0.0,-0.0,
0.0,0.25,1.0,0.25,0.0,-1.55479769192,
0.0,0.25,1.0,0.5,0.0,-1.56279649746,
0.0,0.25,1.0,0.75,0.0,-1.56546304403,
